Seq_IDs	Reference_length	group1	group2	group3	group4	group5
1307	10804	16.6142169567	9.61449463162	10.9797297297	37.567104776	11.4772306553
1308	13852	0	20.1414958129	0	0	0
1309	10788	0.266499814609	16.302836485	0.440304041528	0.336021505376	4.55367074527
131	58305	0.197238658777	11.2533230426	0.0214389846497	0.214389846497	2.54051968099
1310	10780	15.5032467532	8.87059369202	7.71103896104	37.8246753247	9.53153988868
1311	10775	0	17.2737819026	0.0232018561485	0	0
1312	10763	0	9.81371364861	0	0	0.418099043018
1313	10754	0	22.7357262414	0	0	0.395201785382
1314	10753	0.743978424626	8.23026132242	0.0929973030782	11.4270436157	2.12731330791
1315	10749	0.953577076937	7.10531212206	0.209321797377	8.09377616522	1.79086426644
1316	10744	0	18.1612993299	0.0465376023827	0	2.25707371556
1317	10737	0.523889354568	7.25295706436	0.325975598398	9.61628015274	2.23526124616
1318	10713	0	7.63091570989	0	0	0.595071408569
1319	10700	0.89953271028	7.68691588785	0.210280373832	8.60981308411	2.90887850467
132	58209	0	18.749248398	0.00429486849113	0.00429486849113	1.5225308801
1320	10698	0	6.09927089176	0	0	0.572536922789
1321	10678	0	16.5527252294	0	0	1.49840794156
1322	10676	0	7.91494941926	0	0	0.444923192207
1323	15826	0	17.6213193479	0	0	1.94300518135
1324	10666	0.539096193512	16.9580911307	0.0234389649353	0.257828614288	4.58231764485
1325	10639	0.787198044929	8.11871416487	0.187987592819	11.7257261021	2.30284801203
1326	10629	16.9700818515	9.2788597234	8.63204440681	37.3036033493	11.2310659516
1327	10626	35.5966497271	8.41097308489	0.835215509129	69.0052700922	15.763222285
1328	10621	0.376612371716	10.7687600038	0.0941530929291	0.294228415403	1.84775444873
1329	10589	15.8655208235	9.76248937577	7.2716970441	36.7362357163	9.85692699972
133	58175	4.50795015041	14.6325741298	0.790717662226	18.3111302106	4.85818650623
1330	10587	0	22.421365826	0.0118069330311	0.0236138660622	0.779257580051
1331	10573	0	15.8185945332	0	0	1.56057883288
1332	10536	1.35250569476	8.4946848899	0.47456340167	11.0454631739	3.70159453303
1333	10535	0	23.4219269103	0	0	0.15424774561
1334	10528	16.5867211246	9.66470364742	10.6857902736	37.4833776596	10.7451557751
1335	10526	17.6942808284	10.3196845905	12.6947558427	41.0531065932	12.3266197986
1336	10510	0	17.1503330162	0	0	1.17745004757
1337	10476	0	19.2821687667	0	0	1.2409316533
1338	12693	0	11.0198534625	0	0	0
1339	10467	0.214961306965	10.8555460017	0.0238845896627	0.214961306965	0.620999331231
134	57835	0	24.0641480073	0.00432264199879	0	0.514394397856
1340	10467	0	14.4860036305	0	0	2.54370879908
1341	10466	0	19.3961398815	0	0	1.19434358876
1342	10464	0.155294342508	9.92689220183	0	0.0716743119266	2.17412079511
1343	10460	0.812619502868	7.40917782027	0.406309751434	7.54063097514	1.11137667304
1344	10447	0.0239303149229	17.3375131617	0.0239303149229	0	0.0957212596918
1345	10438	0.0239509484576	15.4723127036	0	0	0.239509484576
1346	10433	0	14.5691555641	0	0	0.790760088182
1347	10417	6.17980224633	17.3634443698	0.815973888836	9.52769511376	4.45185754056
1348	10406	0	21.1056121468	0	0	0.0720738035749
1349	10404	0	7.91762783545	0	0	0.552672049212
135	57618	0	18.5141795967	0.0303724530529	0	1.06520531778
1350	10401	0.0240361503702	22.2574752428	0	0.0240361503702	0.721084511105
1351	10399	0.420713530147	14.785075488	0.649100875084	0.228387344937	3.38974901433
